"Reef","Block","Treatment","Transect","Distance","fish","fert","coregrowtharea","coregrowthweight","coreprodarea","coreprodweight","corebladeaream2","corebladeweightm2","bgprod","avgheight","shootsm2","totepweightperarea","totepweightperweight","corebitesperarea","sheathsm2","rhizomesm2","rootsm2","detritusm2","syrbladesm2","syrrhizomesm2","syrrootsm2","bgweight","agweight","bgshthweight","totweight","meanC_Blades","meandC_Blades","meanN_Blades","meandN_Blades","meanP_Blades","meanC_Sheaths","meandC_Sheaths","meanN_Sheaths","meandN_Sheaths","meanP_Sheaths","meanC_Rhizomes","meandC_Rhizomes","meanN_Rhizomes","meandN_Rhizomes","meanP_Rhizomes","meanC_Roots","meandC_Roots","meanN_Roots","meandN_Roots","meanP_Roots","bladeC","sheathC","rzC","rtC","bladeN","sheathN","rzN","rtN","bladeP","sheathP","rzP","rtP","agthalC","agthalN","agthalP","bgthalC","bgthalN","bgthalP","totthalC","totthalN","totthalP","agCprod","bgCprod","totCprod","agCturn","bgCturn","totCturn","avgfishN","avgfishP","fertN","fertP","totN","totP","NP","labels"
"YM1B","1","B",3,1,"high","no",299.277777777778,0.0134958710558598,29927.7777777778,1.34958710558598,1419041.66666667,63.5866666666667,2.85308252286767,104.991987179487,933.333333333333,6.15494299931707e-06,0.138110308114852,4.46183496375463e-05,94.6766666666667,284.756666666667,113.88,8.54333333333333,0,0,0,398.636666666667,158.263333333333,493.313333333333,556.9,41.6021712333333,-7.54450649566667,1.650596914,0.656126468,0.066311046,39.6243943,-7.38055451066667,0.948837201333333,0.607677398666667,0.050948599,36.9596135933333,-6.87599263366667,0.571294850333333,0.064522643,0.033579262,38.0830105666667,-6.30786128533333,0.883446969666667,0.488448306,0.022620941,26.376850398887,37.5022200042687,104.920095846502,43.380331906986,1.03681150425847,0.896109125685333,1.6054192969717,1.0053259467576,0.041466610994,0.0489997594628,0.0952628888598667,0.0257482736324667,63.8790704031557,1.9329206299438,0.0904663704568,148.300427753488,2.6107452437293,0.121011162492333,212.179498156644,4.5436658736731,0.211477532949133,0.560194988608681,1.06383822045686,1.62403320906554,0.00859054185627544,0.00743544212303527,0.007738508036771,0.682511932444444,0.0443972243333333,0,0,0.682511932444444,0.0443972243333333,34.0069434281769,"+F-A"
"YM1B","1","B",3,20,"high","no",194.227182539683,0.00953767292127629,19422.7182539683,0.953767292127629,710583.333333333,34.87,1.947215465645,79.3055555555556,700,7.45502452405587e-06,0.15218950151448,0,42.3566666666667,250.663333333333,98.4866666666667,6.05,1.38333333333333,3.82333333333333,1.17,349.15,77.2266666666667,391.506666666667,426.376666666667,40.90527556,-7.474137837,1.51507808733333,0.245003779,0.0558586256666667,38.78896944,-7.248292083,0.846059573,0.895441727333333,0.0371410033333333,34.1152231166667,-7.20164868166667,0.571339276666667,-0.108458084666667,0.027303529,37.2020376233333,-6.585217544,1.01422007033333,0.126653515,0.021240169,14.3893595005807,16.4591799485653,86.0240450471403,37.031314273969,0.533120439768667,0.353472456161833,1.4030769666016,1.0068845484484,0.0192757294982333,0.0156913166215333,0.0648923271894333,0.0178388012022,30.848539449146,0.8865928959305,0.0349670461197667,123.055359321109,2.40996151505,0.07651126870215,153.903898770255,3.2965544109805,0.1158531771565,0.395340120018078,0.683414933819913,1.07875505383799,0.0122896892065273,0.00623827186977184,0.00740951592571199,0.682511932444444,0.0443972243333333,0,0,0.682511932444444,0.0443972243333333,34.0069434281769,"+F-A"
"YM1C","1","C",1,1,"low","yes",1076.00694444444,0.0402418861935196,107600.694444444,4.02418861935196,2827883.33333333,109.023333333333,2.55044062442006,164.551587301587,933.333333333333,9.56120333365668e-06,0.248152595936217,0.00114589660088136,228.65,338.353333333333,197.27,45.9533333333333,39.16,128.84,43.57,535.623333333333,337.673333333333,764.273333333333,873.296666666667,42.0423105366667,-10.75933018,1.98848253966667,2.506242809,0.229398639,34.4670661833333,-10.353203737,1.00438160866667,2.59271136533333,0.140172357333333,36.5502595766667,-9.553948861,0.800461299333333,1.76991085333333,0.277366361,34.14829156,-7.59974540366667,0.873678152,0.900836510666667,0.0670133643333333,45.7590202394437,78.4172768314797,123.601349156778,67.7246249205987,2.15286544635873,2.25661617465703,2.706310889362,1.7288745165049,0.2498951878586,0.310060259292567,0.943738491306833,0.124371839188767,124.176297070923,4.40948162101577,0.559955447151167,191.325974077376,4.4351854058669,1.0681103304956,315.5022711483,8.84466702688267,1.62806577764677,1.68897792338215,0.909981257913555,2.5989591812957,0.0137756997498676,0.00497653387538455,0.00833979451837071,0.143097344222222,0.0125247434444444,2.7,0.39,2.84309734422222,0.402524743444444,15.6247226651572,"-F+A"
"YM1C","1","C",1,20,"low","yes",118.776388888889,0.00513660114471819,11877.6388888889,0.513660114471819,611541.666666667,27.1466666666667,1.82110144955305,86.9047619047619,666.666666666667,2.63032020059491e-05,0.59677612672504,0.000157735435975602,52.11,165.703333333333,93.3366666666667,0,0.343333333333333,4.95333333333333,1.60333333333333,259.04,79.2566666666667,311.15,338.296666666667,40.92679171,-8.042075402,1.43019064633333,-0.714652555,0.089123427,36.5134098566667,-7.56621986166667,0.726100093,-0.494967040333333,0.0897108056666667,35.0331400433333,-7.56356696033333,0.443792926666667,-0.182510219666667,0.056395637,35.1908792266667,-6.790992451,0.682483913333333,-0.380864519666667,0.0335502356666667,11.1108322069657,18.9126112263577,58.2680454418277,32.956942047436,0.387469526775533,0.376019252370433,0.731751233514133,0.637724500167633,0.0239390195805333,0.0481731754712,0.0855839144008667,0.0307483678373667,30.0234434333233,0.763488779145967,0.0721121950517333,91.2249874892637,1.36947573368177,0.116332282238233,121.248430922587,2.13296451282773,0.188444477289967,0.210197951323455,0.640059062566404,0.850257013889859,0.00710771500866588,0.00736385964618481,0.0071749954836194,0.143097344222222,0.0125247434444444,2.7,0.39,2.84309734422222,0.402524743444444,15.6247226651572,"-F+A"
"YM1C","1","C",2,1,"low","yes",1132.30613425926,0.0432504223819902,113230.613425926,4.32504223819902,4143300,155.103333333333,2.38213082451859,229.189102564103,1033.33333333333,8.38698274384154e-06,0.224222799252861,0.00120430060355268,211.653333333333,409.703333333333,222.59,21.1166666666667,59.7333333333333,118.656666666667,40.4,632.293333333333,366.756666666667,843.946666666667,999.05,41.12150317,-11.43449417,1.85280177466667,1.584574816,0.178314659666667,35.97641003,-10.5084278966667,0.880098724333333,1.31868547,0.0925160103333333,34.7914337066667,-8.724597171,0.564405914333333,1.132423004,0.212608895333333,35.6532585866667,-7.995088306,0.786643893,0.316977381333333,0.0392723566666667,63.817734512455,75.9330384913193,141.476460065281,79.4705416387103,2.8865999793692,1.8751449750244,2.2185447504487,1.7545459995624,0.275017090778833,0.1937585868277,0.725576367040233,0.0877633217280333,139.750773003774,4.7617449543936,0.468775677606533,220.947001703992,3.9730907500111,0.813339688768267,360.697774707766,8.7348357044047,1.2821153663748,1.78125931711211,0.835262378258043,2.61652169537016,0.0126086453443236,0.00412094880832292,0.0074314139268712,0.143097344222222,0.0125247434444444,2.7,0.39,2.84309734422222,0.402524743444444,15.6247226651572,"-F+A"
"YM1C","1","C",2,20,"low","yes",562.025,0.0241038516784222,56202.5,2.41038516784222,2341208.33333333,99.6733333333333,1.68278091816358,95.6388888888889,1733.33333333333,1.23867475957288e-05,0.291010902209261,0.00025616096576458,153.673333333333,475.47,334.943333333333,17.11,0.43,4.55,1.60666666666667,810.413333333333,253.346666666667,964.086666666667,1063.76,41.4619317466667,-8.55317165533333,1.55233515666667,0.00975857766666668,0.0898195046666667,36.5226976583333,-7.97487519283333,0.7470203685,-0.0140999726666667,0.05237905025,35.57919967,-7.812630585,0.427700599333333,0.318307676,0.0264737516666667,34.4719337766667,-7.028211483,0.694147739,0.218667979666667,0.022731175,41.3207058990463,56.171354457229,167.61655981504,115.379548069298,1.54929347875937,1.1476994404639,2.04344285817873,2.32673655422953,0.0898394039492667,0.0798153116450333,0.123618391227867,0.0761524524737,97.4920603562753,2.69699291922327,0.1696547155943,282.996107884339,4.37017941240827,0.199770843701567,380.488168240614,7.06717233163153,0.369425559295867,0.999143952102621,0.593024230880491,1.59216818298311,0.0102803880708368,0.00210829073309055,0.0041866352018784,0.143097344222222,0.0125247434444444,2.7,0.39,2.84309734422222,0.402524743444444,15.6247226651572,"-F+A"
"YM1C","1","C",3,1,"low","yes",848.778935185185,0.0312410095982635,84877.8935185185,3.12410095982635,2401375,90.23,2.9690731344044,157.96688034188,933.333333333333,1.2383401694367e-05,0.324544115084444,0.00213040441907554,125.01,228.686666666667,134.57,15.9866666666667,31.85,124.61,39.8166666666667,363.256666666667,215.24,488.266666666667,578.496666666667,41.6172777776667,-9.6810696765,1.88154517306667,0.999312727966667,0.167023701333333,39.4112272666667,-9.37350736033333,1.04751291066667,1.08128185033333,0.086818009,37.43004174,-8.325775969,0.598172684,0.586481115666667,0.203812296666667,38.8686974,-7.91706753566667,0.830908197,0.627548914333333,0.0407667343333333,37.559912829279,49.259144615074,85.8829059724807,52.3824004595067,1.69787318677389,1.3159549202822,1.34082546233207,1.12716741757213,0.149735126340333,0.111251338599533,0.417043709507467,0.0531674072054,86.819057444353,3.01382810705609,0.260986464939867,138.265306431987,2.4679928799042,0.470211116712867,225.08436387634,5.48182098696029,0.731197581652733,1.30053941963578,1.12635649781106,2.42689591744684,0.0150073656544217,0.008930145928153,0.0112448305160432,0.143097344222222,0.0125247434444444,2.7,0.39,2.84309734422222,0.402524743444444,15.6247226651572,"-F+A"
"YM1C","1","C",3,20,"low","yes",226.412037037037,0.0106389593166316,22641.2037037037,1.06389593166316,772151.666666667,34.9666666666667,1.96777477580175,67.5549242424242,1066.66666666667,5.23289567434374e-06,0.115986509428872,0.000106897565407948,35.55,370.453333333333,262.993333333333,36.5133333333333,0,0,0,633.446666666667,70.5166666666667,668.996666666667,703.963333333333,42.7578816866667,-7.75757624733333,1.80059752666667,1.599130655,0.070385047,39.1998370833333,-7.42882553533333,1.01762413533333,1.60678790133333,0.0497968573333333,37.0880387433333,-7.60633891133333,0.71044809,1.28150566033333,0.0325326766666667,39.1232973866667,-7.019101845,1.02984445166667,0.529506720333333,0.0196854093333333,14.9147296151107,13.942356147141,138.398703164132,102.71738272041,0.6244886330414,0.365565004183,2.6533881480141,2.6987534724601,0.024360774814,0.0171472940556,0.126012880868267,0.0521627402331333,28.8570857622517,0.9900536372244,0.0415080688696,241.116085884542,5.3521416204742,0.1781756211014,269.973171646794,6.3421952576986,0.219683689971,0.453028509564944,0.745797137929813,1.19882564749476,0.0164830256132017,0.00317586957244743,0.00447101305173168,0.143097344222222,0.0125247434444444,2.7,0.39,2.84309734422222,0.402524743444444,15.6247226651572,"-F+A"
"YM1D","1","D",1,1,"high","yes",1355.56812169312,0.0423820155141102,135556.812169312,4.23820155141102,5207883.33333333,176.18,1.85642908119764,182.426024955437,1200,8.22498929137434e-06,0.239441632193906,0.00230117992561178,190.546666666667,592.633333333333,317.436666666667,109.563333333333,19.5666666666667,48.58,13.0833333333333,910.07,366.726666666667,1100.61666666667,1276.79666666667,40.72704845,-11.4071243133333,1.68689012166667,1.114844179,0.160811795833333,35.7998881933333,-10.128729993,0.885568926333333,1.367978265,0.110027674,35.3183497966667,-8.662012822,0.621025769,0.920209808333333,0.116035613,34.0701686033333,-8.24930751733333,0.765754696333333,0.693437545,0.040203864,71.8947956609043,67.8356256276597,209.335200134808,108.184288740662,2.97140522395057,1.68550685367757,3.67037001899473,2.39929425862433,0.283282171901,0.210884410140367,0.709998336759733,0.1289335074152,139.730421288564,4.65691207762813,0.494166582041367,317.51948887547,6.06966427761907,0.838931844174933,457.249910164034,10.7265763552472,1.3330984262163,1.73023059175702,0.647525682674367,2.37775627443139,0.012229118668604,0.00214752341593214,0.00526785536699437,0.523867097444444,0.0340913175555556,2.7,0.39,3.22386709744444,0.424091317555556,16.816318271018,"+F+A"
"YM1D","1","D",1,20,"high","yes",506.125,0.0231479315910058,50612.5,2.31479315910058,2498375,109.41,2.05873399920107,120.369047619048,1100,6.69595313823005e-06,0.154039547499843,0.000185253393313329,202.79,293.306666666667,271.34,16.55,7.91333333333333,30.8133333333333,6.91333333333333,564.646666666667,312.2,767.436666666667,876.846666666667,41.05496593,-9.165494052,1.467801694,-0.190000533333333,0.094905829,37.04998306,-9.01868283133333,0.776286139666667,0.423705839333333,0.0735833396666667,37.67435868,-8.986612349,0.526463067666667,0.377361877333333,0.0828575373333333,36.1709181966667,-8.03772282633333,0.746450652333333,0.389878129666667,0.0296760033333333,44.8097691154287,74.022851878293,110.670484013976,98.284049091674,1.6072161922051,1.5722117638845,1.52462488450177,2.0274558341276,0.105134774956833,0.165012076569,0.248575056541367,0.0807542898111,118.832620993722,3.1794279560896,0.270146851525833,208.95453310565,3.55208071862937,0.329329346352467,327.787154099372,6.73150867471897,0.5994761978783,0.94513299117525,0.760652210383443,1.70578520155869,0.00831582448921876,0.00371172014550586,0.00522004206202634,0.523867097444444,0.0340913175555556,2.7,0.39,3.22386709744444,0.424091317555556,16.816318271018,"+F+A"
"YM1D","1","D",2,1,"high","yes",1082.05902777778,0.0357095439472397,108205.902777778,3.57095439472397,4496141.66666667,144.42,2.59564310301653,257.682051282051,1000,6.36788501216704e-06,0.199154842527669,0.00508860064077485,153.603333333333,364.643333333333,203,45.6666666666667,29.89,76.9633333333333,21.4266666666667,567.643333333333,298.023333333333,721.246666666667,865.666666666667,40.9659141266667,-12.3431529933333,2.02988225366667,1.477123945,0.175346361,38.031677246,-10.0522117823,1.04626760753333,1.47441922133333,0.0918059266666667,37.7737521387778,-8.12363357458518,0.659133739322222,1.02126057658889,0.181877249,36.851753061,-7.97045681833333,0.905443975033333,0.454382193933333,0.0636073576666667,59.1462177469933,58.4020710736339,135.398316127528,75.1329975238903,2.95491616406853,1.60646062157311,2.24830597770781,1.83419469819852,0.2568603764882,0.1420955203585,0.506843139783533,0.140178254384967,117.548288820627,4.56137678564164,0.3989558968467,210.531313651419,4.08250067590634,0.6470213941685,328.079602472046,8.64387746154798,1.0459772910152,1.46303751748616,0.976461169624644,2.4394986871108,0.0123305016330873,0.00720361358036704,0.0083720578601156,0.523867097444444,0.0340913175555556,2.7,0.39,3.22386709744444,0.424091317555556,16.816318271018,"+F+A"
