Days,CoreID,ShootID,BladeID,Reef,Transect,Distance,Core,Species,Shoot,Flower?,Blade,Blade_Tin,Growth,Length,Bitten,Width,Epiphyte_Tin,Blade_dry_weight,Epiphyte_dry_weight,Bites
12,YM4B_1_1_3,YM4B_1_1_3_4,YM4B_1_1_3_4_2,YM4B,1,1,3,Thalassia,4,y,2,607,38,74,,5.5,1934,0.0626,0.0424,3
12,YM4B_1_1_3,YM4B_1_1_3_5,YM4B_1_1_3_5_1,YM4B,1,1,3,Thalassia,5,,1,170,0,67,y,6,1934,0.0839,0.0424,2
12,YM4B_1_1_3,YM4B_1_1_3_5,YM4B_1_1_3_5_2,YM4B,1,1,3,Thalassia,5,,2,170,0,118,y,5,1934,0.0839,0.0424,2
12,YM4B_1_1_3,YM4B_1_1_3_5,YM4B_1_1_3_5_3,YM4B,1,1,3,Thalassia,5,,3,170,40,110,,6,1934,0.0839,0.0424,2
12,YM4B_1_1_3,YM4B_1_1_3_6,YM4B_1_1_3_6_1,YM4B,1,1,3,Thalassia,6,,1,321,0,125,,8,1934,0.1406,0.0424,1
12,YM4B_1_1_3,YM4B_1_1_3_6,YM4B_1_1_3_6_2,YM4B,1,1,3,Thalassia,6,,2,321,36,138,,8,1934,0.1406,0.0424,1
12,YM4B_1_1_3,YM4B_1_1_3_6,YM4B_1_1_3_6_3,YM4B,1,1,3,Thalassia,6,,3,321,58,70,,8,1934,0.1406,0.0424,1
12,YM4B_1_1_3,YM4B_1_1_3_7,YM4B_1_1_3_7_1,YM4B,1,1,3,Thalassia,7,,1,610,0,129,,8,1934,0.1033,0.0424,3
12,YM4B_1_1_3,YM4B_1_1_3_7,YM4B_1_1_3_7_2,YM4B,1,1,3,Thalassia,7,,2,610,34,135,,7.5,1934,0.1033,0.0424,3
12,YM4B_1_1_3,YM4B_1_1_3_7,YM4B_1_1_3_7_3,YM4B,1,1,3,Thalassia,7,,3,610,49.5,49.5,,7,1934,0.1033,0.0424,3
12,YM4B_1_1_3,YM4B_1_1_3_8,YM4B_1_1_3_8_1,YM4B,1,1,3,Thalassia,8,,1,611,0,133,,7,1934,0.1356,0.0424,1
12,YM4B_1_1_3,YM4B_1_1_3_8,YM4B_1_1_3_8_2,YM4B,1,1,3,Thalassia,8,,2,611,30,137,,7,1934,0.1356,0.0424,1
12,YM4B_1_1_3,YM4B_1_1_3_8,YM4B_1_1_3_8_3,YM4B,1,1,3,Thalassia,8,,3,611,70,74,,6,1934,0.1356,0.0424,1
12,YM4B_1_1_3,YM4B_1_1_3_9,YM4B_1_1_3_9_1,YM4B,1,1,3,Thalassia,9,,1,600,0,106,,6,1934,0.0869,0.0424,2
12,YM4B_1_1_3,YM4B_1_1_3_9,YM4B_1_1_3_9_2,YM4B,1,1,3,Thalassia,9,,2,600,21,114,,6,1934,0.0869,0.0424,2
12,YM4B_1_1_3,YM4B_1_1_3_9,YM4B_1_1_3_9_3,YM4B,1,1,3,Thalassia,9,,3,600,53,53,,6,1934,0.0869,0.0424,2
12,YM4B_1_1_3,YM4B_1_1_3_10,YM4B_1_1_3_10_1,YM4B,1,1,3,Thalassia,10,,1,511,,112,,8,1934,0.0843,0.0424,2
12,YM4B_1_1_3,YM4B_1_1_3_10,YM4B_1_1_3_10_2,YM4B,1,1,3,Thalassia,10,,2,511,,91,,7,1934,0.0843,0.0424,2
12,YM4A_1_20_3,YM4A_1_20_3_1,YM4A_1_20_3_1_1,YM4A,1,20,3,Thalassia,1,,1,1395,0,81,,8,1537,0.0655,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_1,YM4A_1_20_3_1_2,YM4A,1,20,3,Thalassia,1,,2,1395,14,14,,8,1537,0.0655,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_1,YM4A_1_20_3_1_3,YM4A,1,20,3,Thalassia,1,,3,1395,22.5,79,,7,1537,0.0655,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_2,YM4A_1_20_3_2_1,YM4A,1,20,3,Thalassia,2,,1,1136,0,114,,6.5,1537,0.0788,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_2,YM4A_1_20_3_2_2,YM4A,1,20,3,Thalassia,2,,2,1136,50,95,,7,1537,0.0788,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_2,YM4A_1_20_3_2_3,YM4A,1,20,3,Thalassia,2,,3,1136,2,2,,7,1537,0.0788,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_3,YM4A_1_20_3_3_1,YM4A,1,20,3,Thalassia,3,,1,1850,0,100,,5.5,1537,0.077,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_3,YM4A_1_20_3_3_2,YM4A,1,20,3,Thalassia,3,,2,1850,15,117,,6,1537,0.077,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_3,YM4A_1_20_3_3_3,YM4A,1,20,3,Thalassia,3,,3,1850,48,71,,6,1537,0.077,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_4,YM4A_1_20_3_4_1,YM4A,1,20,3,Thalassia,4,,1,1378,0,158,,7,1537,0.1427,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_4,YM4A_1_20_3_4_2,YM4A,1,20,3,Thalassia,4,,2,1378,42,150,,7,1537,0.1427,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_4,YM4A_1_20_3_4_3,YM4A,1,20,3,Thalassia,4,,3,1378,47,47,,7,1537,0.1427,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_5,YM4A_1_20_3_5_1,YM4A,1,20,3,Thalassia,5,,1,1193,,107,,6,1537,0.0636,0.0273,0
12,YM4A_1_20_3,YM4A_1_20_3_5,YM4A_1_20_3_5_2,YM4A,1,20,3,Thalassia,5,,2,1193,,178,y,6,1537,0.0636,0.0273,0
12,YM4D_1_1_1,YM4D_1_1_1_1,YM4D_1_1_1_1_1,YM4D,1,1,1,Thalassia,1,,1,1354,0,98,y,7,437,0.0917,0.0091,9
12,YM4D_1_1_1,YM4D_1_1_1_1,YM4D_1_1_1_1_2,YM4D,1,1,1,Thalassia,1,,2,1354,66,200,y,7,437,0.0917,0.0091,9
12,YM4D_1_1_1,YM4D_1_1_1_1,YM4D_1_1_1_1_3,YM4D,1,1,1,Thalassia,1,,3,1354,22,22,,7,437,0.0917,0.0091,9
12,YM4D_1_1_1,YM4D_1_1_1_2,YM4D_1_1_1_2_1,YM4D,1,1,1,Thalassia,2,,1,1919,0,77,y,7,119,0.1563,0.0184,18
12,YM4D_1_1_1,YM4D_1_1_1_2,YM4D_1_1_1_2_2,YM4D,1,1,1,Thalassia,2,,2,1919,0,120,,7.5,119,0.1563,0.0184,18
12,YM4D_1_1_1,YM4D_1_1_1_2,YM4D_1_1_1_2_3,YM4D,1,1,1,Thalassia,2,,3,1919,4,113,y,7.5,119,0.1563,0.0184,18
12,YM4D_1_1_1,YM4D_1_1_1_2,YM4D_1_1_1_2_4,YM4D,1,1,1,Thalassia,2,,4,1919,40,110,,7,119,0.1563,0.0184,18
12,YM4D_1_1_1,YM4D_1_1_1_2,YM4D_1_1_1_2_5,YM4D,1,1,1,Thalassia,2,,5,1919,68,88,,7,119,0.1563,0.0184,18
12,YM4D_1_1_1,YM4D_1_1_1_2,YM4D_1_1_1_2_6,YM4D,1,1,1,Thalassia,2,,6,1919,39,39,,7,119,0.1563,0.0184,18
12,YM4D_1_1_1,YM4D_1_1_1_3,YM4D_1_1_1_3_1,YM4D,1,1,1,Thalassia,3,,1,1308,0,89,y,4,316,0.0545,0.0057,3
12,YM4D_1_1_1,YM4D_1_1_1_3,YM4D_1_1_1_3_2,YM4D,1,1,1,Thalassia,3,,2,1308,25,125,y,5,316,0.0545,0.0057,3
12,YM4D_1_1_1,YM4D_1_1_1_3,YM4D_1_1_1_3_3,YM4D,1,1,1,Thalassia,3,,3,1308,77,158,y,6,316,0.0545,0.0057,3
12,YM4D_1_1_1,YM4D_1_1_1_3,YM4D_1_1_1_3_4,YM4D,1,1,1,Thalassia,3,,4,1308,65,65,,6,316,0.0545,0.0057,3
12,YM4D_1_1_1,YM4D_1_1_1_4,YM4D_1_1_1_4_1,YM4D,1,1,1,Thalassia,4,,1,1957,0,191,,7,429,0.1419,0.0151,4
12,YM4D_1_1_1,YM4D_1_1_1_4,YM4D_1_1_1_4_2,YM4D,1,1,1,Thalassia,4,,2,1957,49.5,196,,7,429,0.1419,0.0151,4
12,YM4D_1_1_1,YM4D_1_1_1_4,YM4D_1_1_1_4_3,YM4D,1,1,1,Thalassia,4,,3,1957,66,68,,7,429,0.1419,0.0151,4
12,YM4D_1_1_1,YM4D_1_1_1_5,YM4D_1_1_1_5_1,YM4D,1,1,1,Thalassia,5,,1,997,0,10,y,4,801,0.0334,0.0028,1
12,YM4D_1_1_1,YM4D_1_1_1_5,YM4D_1_1_1_5_2,YM4D,1,1,1,Thalassia,5,,2,997,34,67,y,4,801,0.0334,0.0028,1
12,YM4D_1_1_1,YM4D_1_1_1_6,YM4D_1_1_1_6_1,YM4D,1,1,1,Thalassia,6,,1,1651,0,104,,8,663,0.0627,0.0071,5
12,YM4D_1_1_1,YM4D_1_1_1_6,YM4D_1_1_1_6_2,YM4D,1,1,1,Thalassia,6,,2,1651,29,110,,8,663,0.0627,0.0071,5
12,YM4D_1_1_1,YM4D_1_1_1_6,YM4D_1_1_1_6_3,YM4D,1,1,1,Thalassia,6,,3,1651,19,19,,7.5,663,0.0627,0.0071,5
12,YM4D_1_1_1,YM4D_1_1_1_7,YM4D_1_1_1_7_1,YM4D,1,1,1,Thalassia,7,,1,1171,,108,,7,204,0.1024,0.0164,3
12,YM4D_1_1_1,YM4D_1_1_1_7,YM4D_1_1_1_7_2,YM4D,1,1,1,Thalassia,7,,2,1171,,131,,8,204,0.1024,0.0164,3
12,YM4D_1_1_1,YM4D_1_1_1_7,YM4D_1_1_1_7_3,YM4D,1,1,1,Thalassia,7,,3,1171,,108,y,7.5,204,0.1024,0.0164,3
12,YM4D_1_1_1,YM4D_1_1_1_7,YM4D_1_1_1_7_4,YM4D,1,1,1,Thalassia,7,,4,1171,,18,,7,204,0.1024,0.0164,3
12,YM4D_1_1_1,YM4D_1_1_1_8,YM4D_1_1_1_8_1,YM4D,1,1,1,Thalassia,8,,1,1218,,146,,5,439,0.1426,0.0497,5
12,YM4D_1_1_1,YM4D_1_1_1_8,YM4D_1_1_1_8_2,YM4D,1,1,1,Thalassia,8,,2,1218,,191,y,6,439,0.1426,0.0497,5
12,YM4D_1_1_1,YM4D_1_1_1_8,YM4D_1_1_1_8_3,YM4D,1,1,1,Thalassia,8,,3,1218,,142,y,7,439,0.1426,0.0497,5
12,YM4D_1_1_1,YM4D_1_1_1_8,YM4D_1_1_1_8_4,YM4D,1,1,1,Thalassia,8,,4,1218,,122,,7,439,0.1426,0.0497,5
12,YM4D_1_1_1,YM4D_1_1_1_9,YM4D_1_1_1_9_1,YM4D,1,1,1,Thalassia,9,,1,1855,,46,y,7,no epiphytes,0.0216,,0
12,YM4D_1_1_1,YM4D_1_1_1_9,YM4D_1_1_1_9_2,YM4D,1,1,1,Thalassia,9,,2,1855,,58,y,7,no epiphytes,0.0216,,0
12,YM4D_1_1_1,YM4D_1_1_1_10,YM4D_1_1_1_10_1,YM4D,1,1,1,Thalassia,10,,1,1946,,184,,7,158,0.1104,0.0233,2
12,YM4D_1_1_1,YM4D_1_1_1_10,YM4D_1_1_1_10_2,YM4D,1,1,1,Thalassia,10,,2,1946,,163,,7,158,0.1104,0.0233,2
12,YM4D_1_1_1,YM4D_1_1_1_10,YM4D_1_1_1_10_3,YM4D,1,1,1,Thalassia,10,,3,1946,,51,,7,158,0.1104,0.0233,2
12,YM4D_1_1_1,YM4D_1_1_1_11,YM4D_1_1_1_11_1,YM4D,1,1,1,Thalassia,11,,1,939,,125,,9,598,0.0595,0.0015,0
12,YM4D_1_1_1,YM4D_1_1_1_11,YM4D_1_1_1_11_2,YM4D,1,1,1,Thalassia,11,,2,939,,56,y,9,598,0.0595,0.0015,0
12,YM4D_1_1_1,YM4D_1_1_1_F,YM4D_1_1_1_F_1,YM4D,1,1,1,Thalassia,F,,1,1225,,82,y,7,438,0.188,0.0395,5
12,YM4D_1_1_1,YM4D_1_1_1_F,YM4D_1_1_1_F_2,YM4D,1,1,1,Thalassia,F,,2,1225,,70,y,7,438,0.188,0.0395,5
12,YM4D_1_1_1,YM4D_1_1_1_F,YM4D_1_1_1_F_3,YM4D,1,1,1,Thalassia,F,,3,1225,,78,y,7,438,0.188,0.0395,5
12,YM4D_1_1_1,YM4D_1_1_1_F,YM4D_1_1_1_F_4,YM4D,1,1,1,Thalassia,F,,4,1225,,42,y,7,438,0.188,0.0395,5
12,YM4D_1_1_1,YM4D_1_1_1_F,YM4D_1_1_1_F_5,YM4D,1,1,1,Thalassia,F,,5,1225,,62,y,10,438,0.188,0.0395,5
12,YM4D_1_1_1,YM4D_1_1_1_F,YM4D_1_1_1_F_6,YM4D,1,1,1,Thalassia,F,,6,1225,,140,y,9,438,0.188,0.0395,5
12,YM4D_1_1_1,YM4D_1_1_1_F,YM4D_1_1_1_F_7,YM4D,1,1,1,Thalassia,F,,7,1225,,135,y,9,438,0.188,0.0395,5
12,YM4C_1_20_3,YM4C_1_20_3_1,YM4C_1_20_3_1_1,YM4C,1,20,3,Thalassia,1,,1,1046,0,63,,6,549,0.0402,0.0075,0
12,YM4C_1_20_3,YM4C_1_20_3_1,YM4C_1_20_3_1_2,YM4C,1,20,3,Thalassia,1,,2,1046,15.5,64,,6,549,0.0402,0.0075,0
12,YM4C_1_20_3,YM4C_1_20_3_1,YM4C_1_20_3_1_3,YM4C,1,20,3,Thalassia,1,,3,1046,16.5,16.5,,5.5,549,0.0402,0.0075,0
12,YM4C_1_20_3,YM4C_1_20_3_2,YM4C_1_20_3_2_1,YM4C,1,20,3,Thalassia,2,,1,608,16,61,,5,428,0.03,0.0058,0
12,YM4C_1_20_3,YM4C_1_20_3_2,YM4C_1_20_3_2_2,YM4C,1,20,3,Thalassia,2,,2,608,22,61,,5,428,0.03,0.0058,0
12,YM4C_1_20_3,YM4C_1_20_3_2,YM4C_1_20_3_2_3,YM4C,1,20,3,Thalassia,2,,3,608,13,13,,5,428,0.03,0.0058,0
12,YM4C_1_20_3,YM4C_1_20_3_3,YM4C_1_20_3_3_1,YM4C,1,20,3,Thalassia,3,,1,813,0,61,,7,811,0.048,0.0076,0
12,YM4C_1_20_3,YM4C_1_20_3_3,YM4C_1_20_3_3_2,YM4C,1,20,3,Thalassia,3,,2,813,19,62,,7,811,0.048,0.0076,0
12,YM4C_1_20_3,YM4C_1_20_3_3,YM4C_1_20_3_3_3,YM4C,1,20,3,Thalassia,3,,3,813,17,17,,7,811,0.048,0.0076,0
12,YM4C_1_20_3,YM4C_1_20_3_4,YM4C_1_20_3_4_1,YM4C,1,20,3,Thalassia,4,,1,612,3,54,,5,591,0.0205,0.0032,0
12,YM4C_1_20_3,YM4C_1_20_3_4,YM4C_1_20_3_4_2,YM4C,1,20,3,Thalassia,4,,2,612,20,39,,4.5,591,0.0205,0.0032,0
12,YM4C_1_20_3,YM4C_1_20_3_5,YM4C_1_20_3_5_1,YM4C,1,20,3,Thalassia,5,,1,361,,13,,3,no epiphytes,0.0115,,0
12,YM4C_1_20_3,YM4C_1_20_3_5,YM4C_1_20_3_5_2,YM4C,1,20,3,Thalassia,5,,2,361,,31,,3,no epiphytes,0.0115,,0
12,YM4C_1_20_3,YM4C_1_20_3_5,YM4C_1_20_3_5_3,YM4C,1,20,3,Thalassia,5,,3,361,,31,,3,no epiphytes,0.0115,,0
12,YM4C_1_20_3,YM4C_1_20_3_F,YM4C_1_20_3_F_1,YM4C,1,20,3,Thalassia,F,,1,362,,61,,6,408,0.0184,0.0018,0
12,YM4B_1_20_3,YM4B_1_20_3_1,YM4B_1_20_3_1_1,YM4B,1,20,3,Thalassia,1,,1,176,0,100,,8,49,0.0827,0.0318,0
12,YM4B_1_20_3,YM4B_1_20_3_1,YM4B_1_20_3_1_2,YM4B,1,20,3,Thalassia,1,,2,176,22,92,,8,49,0.0827,0.0318,0
12,YM4B_1_20_3,YM4B_1_20_3_1,YM4B_1_20_3_1_3,YM4B,1,20,3,Thalassia,1,,3,176,5,5,,8,49,0.0827,0.0318,0
12,YM4B_1_20_3,YM4B_1_20_3_2,YM4B_1_20_3_2_1,YM4B,1,20,3,Thalassia,2,,1,619,0,70.5,,5,503,0.0378,0.0053,0
12,YM4B_1_20_3,YM4B_1_20_3_2,YM4B_1_20_3_2_2,YM4B,1,20,3,Thalassia,2,,2,619,23,73,,4.5,503,0.0378,0.0053,0
12,YM4B_1_20_3,YM4B_1_20_3_2,YM4B_1_20_3_2_3,YM4B,1,20,3,Thalassia,2,,3,619,14,14,,4.5,503,0.0378,0.0053,0
12,YM4B_1_20_3,YM4B_1_20_3_3,YM4B_1_20_3_3_1,YM4B,1,20,3,Thalassia,3,,1,620,0,74,,7,605,0.2018,0.0446,3
12,YM4B_1_20_3,YM4B_1_20_3_3,YM4B_1_20_3_3_2,YM4B,1,20,3,Thalassia,3,,2,620,24,72,,7,605,0.2018,0.0446,3
12,YM4B_1_20_3,YM4B_1_20_3_3,YM4B_1_20_3_3_3,YM4B,1,20,3,Thalassia,3,,3,620,12,12,,7,605,0.2018,0.0446,3
12,YM4B_1_20_3,YM4B_1_20_3_4,YM4B_1_20_3_4_1,YM4B,1,20,3,Thalassia,4,,1,116,0,98,,7.5,724,0.0767,0.0096,0
12,YM4B_1_20_3,YM4B_1_20_3_4,YM4B_1_20_3_4_2,YM4B,1,20,3,Thalassia,4,,2,116,30,91,,8,724,0.0767,0.0096,0
12,YM4B_1_20_3,YM4B_1_20_3_4,YM4B_1_20_3_4_3,YM4B,1,20,3,Thalassia,4,,3,116,10,10,,8,724,0.0767,0.0096,0
12,YM4B_1_20_3,YM4B_1_20_3_5,YM4B_1_20_3_5_1,YM4B,1,20,3,Thalassia,5,,1,254,8,66,,5,76,0.061,0.0038,0
12,YM4B_1_20_3,YM4B_1_20_3_5,YM4B_1_20_3_5_2,YM4B,1,20,3,Thalassia,5,,2,254,30,37,,5,76,0.061,0.0038,0
12,YM4B_1_20_3,YM4B_1_20_3_6,YM4B_1_20_3_6_1,YM4B,1,20,3,Thalassia,6,,1,14,1,85,,6,723,0.0553,0.0064,0
12,YM4B_1_20_3,YM4B_1_20_3_6,YM4B_1_20_3_6_2,YM4B,1,20,3,Thalassia,6,,2,14,33,86,,6.5,723,0.0553,0.0064,0
12,YM4B_1_20_3,YM4B_1_20_3_7,YM4B_1_20_3_7_1,YM4B,1,20,3,Thalassia,7,,1,251,,68,,4,748,0.0264,0.0053,0
12,YM4B_1_20_3,YM4B_1_20_3_7,YM4B_1_20_3_7_2,YM4B,1,20,3,Thalassia,7,,2,251,,48,,4,748,0.0264,0.0053,0
12,YM4B_1_20_3,YM4B_1_20_3_8,YM4B_1_20_3_8_1,YM4B,1,20,3,Thalassia,8,,1,178,0,76,,4.5,304,0.0379,0.0057,0
12,YM4B_1_20_3,YM4B_1_20_3_8,YM4B_1_20_3_8_2,YM4B,1,20,3,Thalassia,8,,2,178,28,71,,4,304,0.0379,0.0057,0
12,YM4B_1_20_3,YM4B_1_20_3_8,YM4B_1_20_3_8_3,YM4B,1,20,3,Thalassia,8,,3,178,16,16,,4,304,0.0379,0.0057,0
12,YM4B_1_20_3,YM4B_1_20_3_9,YM4B_1_20_3_9_1,YM4B,1,20,3,Thalassia,9,,1,552,15,58,,5.5,no epiphytes,0.004,,0
12,YM4B_1_20_3,YM4B_1_20_3_9,YM4B_1_20_3_9_2,YM4B,1,20,3,Thalassia,9,,2,552,12,12,,5.5,no epiphytes,0.004,,0
12,YM4B_1_20_3,YM4B_1_20_3_10,YM4B_1_20_3_10_1,YM4B,1,20,3,Thalassia,10,,1,800,27,90,,5,654,0.0267,0.0012,1
12,YM4B_1_20_3,YM4B_1_20_3_11,YM4B_1_20_3_11_1,YM4B,1,20,3,Thalassia,11,,1,618,,52,,5.5,691,0.0128,0.0007,0
12,YM1B_1_1_2,YM1B_1_1_2_1,YM1B_1_1_2_1_1,YM1B,1,1,2,Thalassia,1,,1,368,6,89,,7,15,0.0522,0.0067,0
12,YM1B_1_1_2,YM1B_1_1_2_1,YM1B_1_1_2_1_2,YM1B,1,1,2,Thalassia,1,,2,368,31,61,,7,15,0.0522,0.0067,0
12,YM1B_1_1_2,YM1B_1_1_2_2,YM1B_1_1_2_2_1,YM1B,1,1,2,Thalassia,2,,1,206,6,85.5,,7,656,0.0529,0.0066,0
12,YM1B_1_1_2,YM1B_1_1_2_2,YM1B_1_1_2_2_2,YM1B,1,1,2,Thalassia,2,,2,206,33,67,,7,656,0.0529,0.0066,0
12,YM1B_1_1_2,YM1B_1_1_2_3,YM1B_1_1_2_3_1,YM1B,1,1,2,Thalassia,3,,1,366,2,120,,7,667,0.0717,0.0127,0
12,YM1B_1_1_2,YM1B_1_1_2_3,YM1B_1_1_2_3_2,YM1B,1,1,2,Thalassia,3,,2,366,33,91,,7,667,0.0717,0.0127,0
12,YM1B_1_1_2,YM1B_1_1_2_4,YM1B_1_1_2_4_1,YM1B,1,1,2,Thalassia,4,,1,351,4,102,y,8,669,0.0962,0.0057,0
12,YM1B_1_1_2,YM1B_1_1_2_4,YM1B_1_1_2_4_2,YM1B,1,1,2,Thalassia,4,,2,351,42,109,,8,669,0.0962,0.0057,0
12,YM1B_1_1_2,YM1B_1_1_2_4,YM1B_1_1_2_4_3,YM1B,1,1,2,Thalassia,4,,3,351,40,40,,8.5,669,0.0962,0.0057,0
12,YM1B_1_1_2,YM1B_1_1_2_5,YM1B_1_1_2_5_1,YM1B,1,1,2,Thalassia,5,,1,122,5,75,,6,602,0.0429,0.0046,0
12,YM1B_1_1_2,YM1B_1_1_2_5,YM1B_1_1_2_5_2,YM1B,1,1,2,Thalassia,5,,2,122,30,52,,6,602,0.0429,0.0046,0
12,YM1B_1_1_2,YM1B_1_1_2_6,YM1B_1_1_2_6_1,YM1B,1,1,2,Thalassia,6,,1,350,,120,,6,845,0.0733,0.0098,1
12,YM1B_1_1_2,YM1B_1_1_2_6,YM1B_1_1_2_6_2,YM1B,1,1,2,Thalassia,6,,2,350,,122,,5,845,0.0733,0.0098,1
12,YM1B_1_1_2,YM1B_1_1_2_6,YM1B_1_1_2_6_3,YM1B,1,1,2,Thalassia,6,,3,350,,10,,5.5,845,0.0733,0.0098,1
12,YM1B_1_1_2,YM1B_1_1_2_7,YM1B_1_1_2_7_1,YM1B,1,1,2,Thalassia,7,,1,358,0,62,,7,432,0.0425,0.0027,0
12,YM1B_1_1_2,YM1B_1_1_2_7,YM1B_1_1_2_7_2,YM1B,1,1,2,Thalassia,7,,2,358,25,52,y,7,432,0.0425,0.0027,0
12,YM1B_1_1_2,YM1B_1_1_2_7,YM1B_1_1_2_7_3,YM1B,1,1,2,Thalassia,7,,3,358,10,10,,7,432,0.0425,0.0027,0
12,YM1B_1_1_2,YM1B_1_1_2_8,YM1B_1_1_2_8_1,YM1B,1,1,2,Thalassia,8,,1,236,,125,,6,324,0.052,0.0032,0
12,YM1B_1_1_2,YM1B_1_1_2_8,YM1B_1_1_2_8_2,YM1B,1,1,2,Thalassia,8,,2,236,,52,,6,324,0.052,0.0032,0
12,YM1B_1_1_2,YM1B_1_1_2_9,YM1B_1_1_2_9_1,YM1B,1,1,2,Thalassia,9,,1,212,,9,y,7,no epiphytes,0.0079,,0
12,YM1B_1_1_2,YM1B_1_1_2_9,YM1B_1_1_2_9_2,YM1B,1,1,2,Thalassia,9,,2,212,,11,y,7,no epiphytes,0.0079,,0
12,YM1B_1_1_2,YM1B_1_1_2_10,YM1B_1_1_2_10_1,YM1B,1,1,2,Thalassia,10,,1,498,,70,,7,536,0.0352,0.0034,0
12,YM1B_1_1_2,YM1B_1_1_2_10,YM1B_1_1_2_10_2,YM1B,1,1,2,Thalassia,10,,2,498,,40,,7,536,0.0352,0.0034,0
12,YM1B_1_1_2,YM1B_1_1_2_F,YM1B_1_1_2_F_1,YM1B,1,1,2,Thalassia,F,,1,363,,67,,7,305,0.0206,0.005,0
12,YM1B_1_20_2,YM1B_1_20_2_1,YM1B_1_20_2_1_1,YM1B,1,20,2,Thalassia,1,,1,759,0,38,,3,639,0.0278,0.0013,0
12,YM1B_1_20_2,YM1B_1_20_2_1,YM1B_1_20_2_1_2,YM1B,1,20,2,Thalassia,1,,2,759,21,60,,4.5,639,0.0278,0.0013,0
12,YM1B_1_20_2,YM1B_1_20_2_1,YM1B_1_20_2_1_3,YM1B,1,20,2,Thalassia,1,,3,759,26,34,,5,639,0.0278,0.0013,0
12,YM1B_1_20_2,YM1B_1_20_2_2,YM1B_1_20_2_2_1,YM1B,1,20,2,Thalassia,2,,1,837,0,72,,5,634,0.0323,0.0071,0
12,YM1B_1_20_2,YM1B_1_20_2_2,YM1B_1_20_2_2_2,YM1B,1,20,2,Thalassia,2,,2,837,15,66,,5,634,0.0323,0.0071,0
12,YM1B_1_20_2,YM1B_1_20_2_3,YM1B_1_20_2_3_1,YM1B,1,20,2,Thalassia,3,,1,40,0,110,,7.5,21,0.0831,0.0282,0
12,YM1B_1_20_2,YM1B_1_20_2_3,YM1B_1_20_2_3_2,YM1B,1,20,2,Thalassia,3,,2,40,32,100,,7,21,0.0831,0.0282,0
12,YM1B_1_20_2,YM1B_1_20_2_3,YM1B_1_20_2_3_3,YM1B,1,20,2,Thalassia,3,,3,40,9,9,,7,21,0.0831,0.0282,0
12,YM1B_1_20_2,YM1B_1_20_2_4,YM1B_1_20_2_4_1,YM1B,1,20,2,Thalassia,4,,1,816,0,79,,6,167,0.0577,0.0107,2
